"id";"CorrBas36";"CodigoCorrelativo";"Categ";"CodCaract";"Caract";"CodValCaract";"ValCaract";"CleanValCaract";"Serializd";"PreTextValOnly";"ValueOnly"
2786;"25E";"000000025E";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677553;"PANTALLA: LED 55.0"" 3840X1080 PIXELES";"PANTALLA: LED 55.0"" 3840X1080 PIXELES";"PANTALLA: LED 55.0"" 3840X1080 PIXELES";"PANTALLA";"LED 55.0"" 3840X1080 PIXELES"
2787;"25F";"000000025F";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677554;"PANTALLA: LED 98.0"" 3840X1080 PIXELES";"PANTALLA: LED 98.0"" 3840X1080 PIXELES";"PANTALLA: LED 98.0"" 3840X1080 PIXELES";"PANTALLA";"LED 98.0"" 3840X1080 PIXELES"
2788;"25G";"000000025G";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677555;"PANTALLA: LED 75.0"" 3840X1080 PIXELES";"PANTALLA: LED 75.0"" 3840X1080 PIXELES";"PANTALLA: LED 75.0"" 3840X1080 PIXELES";"PANTALLA";"LED 75.0"" 3840X1080 PIXELES"
2789;"25H";"000000025H";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677556;"PANTALLA: LED 86.0"" 3840X1080 PIXELES";"PANTALLA: LED 86.0"" 3840X1080 PIXELES";"PANTALLA: LED 86.0"" 3840X1080 PIXELES";"PANTALLA";"LED 86.0"" 3840X1080 PIXELES"
2790;"25I";"000000025I";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677557;"PANTALLA: LED 65.0"" 3840X1080 PIXELES";"PANTALLA: LED 65.0"" 3840X1080 PIXELES";"PANTALLA: LED 65.0"" 3840X1080 PIXELES";"PANTALLA";"LED 65.0"" 3840X1080 PIXELES"
2791;"25J";"000000025J";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677558;"PANTALLA: LED 70.0"" 3840X1080 PIXELES";"PANTALLA: LED 70.0"" 3840X1080 PIXELES";"PANTALLA: LED 70.0"" 3840X1080 PIXELES";"PANTALLA";"LED 70.0"" 3840X1080 PIXELES"
2792;"25K";"000000025K";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677559;"PANTALLA: LED TACTIL 49.0"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 49.0"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 49.0"" 1920X1080 PIXELES";"PANTALLA";"LED TACTIL 49.0"" 1920X1080 PIXELES"
2793;"25L";"000000025L";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677560;"PANTALLA: LED TFT TACTIL 74.5"" 3840X2160 PIXELES";"PANTALLA: LED TFT TACTIL 74.5"" 3840X2160 PIXELES";"PANTALLA: LED TFT TACTIL 74.5"" 3840X2160 PIXELES";"PANTALLA";"LED TFT TACTIL 74.5"" 3840X2160 PIXELES"
2794;"25M";"000000025M";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677561;"PANTALLA: LED TACTIL 43.0"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 43.0"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 43.0"" 1920X1080 PIXELES";"PANTALLA";"LED TACTIL 43.0"" 1920X1080 PIXELES"
2795;"25N";"000000025N";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677562;"PANTALLA: LCD TACTIL 86.0"" 3840X2160 PIXELES";"PANTALLA: LCD TACTIL 86.0"" 3840X2160 PIXELES";"PANTALLA: LCD TACTIL 86.0"" 3840X2160 PIXELES";"PANTALLA";"LCD TACTIL 86.0"" 3840X2160 PIXELES"
2796;"25O";"000000025O";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677563;"PANTALLA: LCD TACTIL 65.0"" 3840X2160 PIXELES";"PANTALLA: LCD TACTIL 65.0"" 3840X2160 PIXELES";"PANTALLA: LCD TACTIL 65.0"" 3840X2160 PIXELES";"PANTALLA";"LCD TACTIL 65.0"" 3840X2160 PIXELES"
2797;"25P";"000000025P";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677564;"PANTALLA: LED TACTIL 32.0"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 32.0"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 32.0"" 1920X1080 PIXELES";"PANTALLA";"LED TACTIL 32.0"" 1920X1080 PIXELES"
2798;"25Q";"000000025Q";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677565;"PANTALLA: LCD TFT 65.0"" 3840X2160 PIXELES";"PANTALLA: LCD TFT 65.0"" 3840X2160 PIXELES";"PANTALLA: LCD TFT 65.0"" 3840X2160 PIXELES";"PANTALLA";"LCD TFT 65.0"" 3840X2160 PIXELES"
2799;"25R";"000000025R";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677566;"PANTALLA: LCD TACTIL 75.0"" 3840X2160 PIXELES";"PANTALLA: LCD TACTIL 75.0"" 3840X2160 PIXELES";"PANTALLA: LCD TACTIL 75.0"" 3840X2160 PIXELES";"PANTALLA";"LCD TACTIL 75.0"" 3840X2160 PIXELES"
2800;"25S";"000000025S";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677567;"PANTALLA: LED 48.9"" 3840X1080 PIXELES";"PANTALLA: LED 48.9"" 3840X1080 PIXELES";"PANTALLA: LED 48.9"" 3840X1080 PIXELES";"PANTALLA";"LED 48.9"" 3840X1080 PIXELES"
2801;"25T";"000000025T";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677568;"PANTALLA: LED TACTIL 98.0"" 3840X2160 PIXELES";"PANTALLA: LED TACTIL 98.0"" 3840X2160 PIXELES";"PANTALLA: LED TACTIL 98.0"" 3840X2160 PIXELES";"PANTALLA";"LED TACTIL 98.0"" 3840X2160 PIXELES"
2802;"25U";"000000025U";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677569;"PANTALLA: LCD TACTIL 43.0"" 3840X2160 PIXELES";"PANTALLA: LCD TACTIL 43.0"" 3840X2160 PIXELES";"PANTALLA: LCD TACTIL 43.0"" 3840X2160 PIXELES";"PANTALLA";"LCD TACTIL 43.0"" 3840X2160 PIXELES"
2803;"25V";"000000025V";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677570;"PANTALLA: LCD TACTIL 54.64"" 1920X1080 PIXELES";"PANTALLA: LCD TACTIL 54.64"" 1920X1080 PIXELES";"PANTALLA: LCD TACTIL 54.64"" 1920X1080 PIXELES";"PANTALLA";"LCD TACTIL 54.64"" 1920X1080 PIXELES"
2804;"25W";"000000025W";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677571;"PANTALLA: LED TACTIL 54.6"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 54.6"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 54.6"" 1920X1080 PIXELES";"PANTALLA";"LED TACTIL 54.6"" 1920X1080 PIXELES"
2805;"25X";"000000025X";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677572;"PANTALLA: LED 80.0"" 1920X1080 PIXELES";"PANTALLA: LED 80.0"" 1920X1080 PIXELES";"PANTALLA: LED 80.0"" 1920X1080 PIXELES";"PANTALLA";"LED 80.0"" 1920X1080 PIXELES"
2806;"25Y";"000000025Y";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677573;"PANTALLA: LED 75.0"" 1920X1080 PIXELES";"PANTALLA: LED 75.0"" 1920X1080 PIXELES";"PANTALLA: LED 75.0"" 1920X1080 PIXELES";"PANTALLA";"LED 75.0"" 1920X1080 PIXELES"
2807;"25Z";"000000025Z";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677574;"PANTALLA: LED 70.0"" 1920X1080 PIXELES";"PANTALLA: LED 70.0"" 1920X1080 PIXELES";"PANTALLA: LED 70.0"" 1920X1080 PIXELES";"PANTALLA";"LED 70.0"" 1920X1080 PIXELES"
2808;"260";"0000000260";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677575;"PANTALLA: LED TACTIL 80.0"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 80.0"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 80.0"" 1920X1080 PIXELES";"PANTALLA";"LED TACTIL 80.0"" 1920X1080 PIXELES"
2809;"261";"0000000261";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677576;"PANTALLA: LED TACTIL 70.0"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 70.0"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 70.0"" 1920X1080 PIXELES";"PANTALLA";"LED TACTIL 70.0"" 1920X1080 PIXELES"
2810;"262";"0000000262";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677577;"PANTALLA: LED 84.0"" 3840X2160 PIXELES";"PANTALLA: LED 84.0"" 3840X2160 PIXELES";"PANTALLA: LED 84.0"" 3840X2160 PIXELES";"PANTALLA";"LED 84.0"" 3840X2160 PIXELES"
2811;"263";"0000000263";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677578;"PANTALLA: LED TACTIL 84.0"" 3840X2160 PIXELES";"PANTALLA: LED TACTIL 84.0"" 3840X2160 PIXELES";"PANTALLA: LED TACTIL 84.0"" 3840X2160 PIXELES";"PANTALLA";"LED TACTIL 84.0"" 3840X2160 PIXELES"
2812;"264";"0000000264";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677579;"PANTALLA: LCD 60.0"" 1920X1080 PIXELES";"PANTALLA: LCD 60.0"" 1920X1080 PIXELES";"PANTALLA: LCD 60.0"" 1920X1080 PIXELES";"PANTALLA";"LCD 60.0"" 1920X1080 PIXELES"
2813;"265";"0000000265";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677580;"PANTALLA: LED TACTIL 75.0"" 3840X2160 PIXELES";"PANTALLA: LED TACTIL 75.0"" 3840X2160 PIXELES";"PANTALLA: LED TACTIL 75.0"" 3840X2160 PIXELES";"PANTALLA";"LED TACTIL 75.0"" 3840X2160 PIXELES"
2814;"266";"0000000266";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677581;"PANTALLA: LED 85.0"" 3840X2160 PIXELES";"PANTALLA: LED 85.0"" 3840X2160 PIXELES";"PANTALLA: LED 85.0"" 3840X2160 PIXELES";"PANTALLA";"LED 85.0"" 3840X2160 PIXELES"
2815;"267";"0000000267";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677582;"PANTALLA: LCD 80.0"" 1920X1080 PIXELES";"PANTALLA: LCD 80.0"" 1920X1080 PIXELES";"PANTALLA: LCD 80.0"" 1920X1080 PIXELES";"PANTALLA";"LCD 80.0"" 1920X1080 PIXELES"
2816;"268";"0000000268";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677583;"PANTALLA: LED TACTIL 55.0"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 55.0"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 55.0"" 1920X1080 PIXELES";"PANTALLA";"LED TACTIL 55.0"" 1920X1080 PIXELES"
2817;"269";"0000000269";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677584;"PANTALLA: LED 49.5"" 1920X1080 PIXELES";"PANTALLA: LED 49.5"" 1920X1080 PIXELES";"PANTALLA: LED 49.5"" 1920X1080 PIXELES";"PANTALLA";"LED 49.5"" 1920X1080 PIXELES"
2818;"26A";"000000026A";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677585;"PANTALLA: LED 65.0"" 1920X1080 PIXELES";"PANTALLA: LED 65.0"" 1920X1080 PIXELES";"PANTALLA: LED 65.0"" 1920X1080 PIXELES";"PANTALLA";"LED 65.0"" 1920X1080 PIXELES"
2819;"26B";"000000026B";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677586;"PANTALLA: LED TACTIL 65.0"" 3840X2160 PIXELES";"PANTALLA: LED TACTIL 65.0"" 3840X2160 PIXELES";"PANTALLA: LED TACTIL 65.0"" 3840X2160 PIXELES";"PANTALLA";"LED TACTIL 65.0"" 3840X2160 PIXELES"
2820;"26C";"000000026C";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677587;"PANTALLA: LED 82.0"" 1920X1080 PIXELES";"PANTALLA: LED 82.0"" 1920X1080 PIXELES";"PANTALLA: LED 82.0"" 1920X1080 PIXELES";"PANTALLA";"LED 82.0"" 1920X1080 PIXELES"
2821;"26D";"000000026D";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677588;"PANTALLA: LCD TACTIL 98.0"" 3840X2160 PIXELES";"PANTALLA: LCD TACTIL 98.0"" 3840X2160 PIXELES";"PANTALLA: LCD TACTIL 98.0"" 3840X2160 PIXELES";"PANTALLA";"LCD TACTIL 98.0"" 3840X2160 PIXELES"
2822;"26E";"000000026E";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677589;"PANTALLA: LED 65.0"" 3840X2160 PIXELES";"PANTALLA: LED 65.0"" 3840X2160 PIXELES";"PANTALLA: LED 65.0"" 3840X2160 PIXELES";"PANTALLA";"LED 65.0"" 3840X2160 PIXELES"
2823;"26F";"000000026F";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677590;"PANTALLA: LED 75.0"" 3840X2160 PIXELES";"PANTALLA: LED 75.0"" 3840X2160 PIXELES";"PANTALLA: LED 75.0"" 3840X2160 PIXELES";"PANTALLA";"LED 75.0"" 3840X2160 PIXELES"
2824;"26G";"000000026G";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677591;"PANTALLA: LED TACTIL 54.64"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 54.64"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 54.64"" 1920X1080 PIXELES";"PANTALLA";"LED TACTIL 54.64"" 1920X1080 PIXELES"
2825;"26H";"000000026H";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677592;"PANTALLA: LCD TACTIL 85.60"" 3840X2160 PIXELES";"PANTALLA: LCD TACTIL 85.60"" 3840X2160 PIXELES";"PANTALLA: LCD TACTIL 85.60"" 3840X2160 PIXELES";"PANTALLA";"LCD TACTIL 85.60"" 3840X2160 PIXELES"
2826;"26I";"000000026I";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677593;"PANTALLA: LCD IPS TACTIL 75.0"" 3840X2160 PIXELES";"PANTALLA: LCD IPS TACTIL 75.0"" 3840X2160 PIXELES";"PANTALLA: LCD IPS TACTIL 75.0"" 3840X2160 PIXELES";"PANTALLA";"LCD IPS TACTIL 75.0"" 3840X2160 PIXELES"
2827;"26J";"000000026J";"PANTALLA INTERACTIVA";26281;"PANTALLA";1677594;"PANTALLA: LCD IPS TACTIL 86.0"" 3840X2160 PIXELES";"PANTALLA: LCD IPS TACTIL 86.0"" 3840X2160 PIXELES";"PANTALLA: LCD IPS TACTIL 86.0"" 3840X2160 PIXELES";"PANTALLA";"LCD IPS TACTIL 86.0"" 3840X2160 PIXELES"
2828;"26K";"000000026K";"PANTALLA INTERACTIVA";26281;"PANTALLA";2747012;"PANTALLA: LED TACTIL 105.0"" 5120X2160 PIXELES";"PANTALLA: LED TACTIL 105.0"" 5120X2160 PIXELES";"PANTALLA: LED TACTIL 105.0"" 5120X2160 PIXELES";"PANTALLA";"LED TACTIL 105.0"" 5120X2160 PIXELES"
2829;"26L";"000000026L";"PANTALLA INTERACTIVA";26281;"PANTALLA";2747510;"PANTALLA: LED TACTIL 15.6"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 15.6"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 15.6"" 1920X1080 PIXELES";"PANTALLA";"LED TACTIL 15.6"" 1920X1080 PIXELES"
2830;"26M";"000000026M";"PANTALLA INTERACTIVA";26281;"PANTALLA";2747511;"PANTALLA: LED TACTIL 15.0"" 1024X768 PIXELES";"PANTALLA: LED TACTIL 15.0"" 1024X768 PIXELES";"PANTALLA: LED TACTIL 15.0"" 1024X768 PIXELES";"PANTALLA";"LED TACTIL 15.0"" 1024X768 PIXELES"
2831;"26N";"000000026N";"PANTALLA INTERACTIVA";26281;"PANTALLA";2747513;"PANTALLA: LED TACTIL 21.5"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 21.5"" 1920X1080 PIXELES";"PANTALLA: LED TACTIL 21.5"" 1920X1080 PIXELES";"PANTALLA";"LED TACTIL 21.5"" 1920X1080 PIXELES"
2832;"26O";"000000026O";"PANTALLA INTERACTIVA";26281;"PANTALLA";2747506;"PANTALLA: LCD 49.0"" 1920X1080 PIXELES";"PANTALLA: LCD 49.0"" 1920X1080 PIXELES";"PANTALLA: LCD 49.0"" 1920X1080 PIXELES";"PANTALLA";"LCD 49.0"" 1920X1080 PIXELES"
2833;"26P";"000000026P";"PANTALLA INTERACTIVA";26281;"PANTALLA";2794745;"PANTALLA: LCD TACTIL 110.0"" 3840X2160 PIXELES";"PANTALLA: LCD TACTIL 110.0"" 3840X2160 PIXELES";"PANTALLA: LCD TACTIL 110.0"" 3840X2160 PIXELES";"PANTALLA";"LCD TACTIL 110.0"" 3840X2160 PIXELES"
2834;"26Q";"000000026Q";"PANTALLA INTERACTIVA";26281;"PANTALLA";2625925;"PANTALLA: LCD TACTIL 105.0"" 5120X2160 PIXELES";"PANTALLA: LCD TACTIL 105.0"" 5120X2160 PIXELES";"PANTALLA: LCD TACTIL 105.0"" 5120X2160 PIXELES";"PANTALLA";"LCD TACTIL 105.0"" 5120X2160 PIXELES"
2835;"26R";"000000026R";"PANTALLA INTERACTIVA";26282;"CONECTIVIDAD_LAN";1677595;"LAN: SI";"LAN: SI";"LAN: SI";"LAN";"SI"
2836;"26S";"000000026S";"PANTALLA INTERACTIVA";26282;"CONECTIVIDAD_LAN";1677596;"LAN: NO";"LAN: NO";"LAN: NO";"LAN";"NO"
2837;"26T";"000000026T";"PANTALLA INTERACTIVA";26283;"CONECTIVIDAD_WLAN";1677597;"WLAN: NO";"WLAN: NO";"WLAN: NO";"WLAN";"NO"
2838;"26U";"000000026U";"PANTALLA INTERACTIVA";26283;"CONECTIVIDAD_WLAN";1677598;"WLAN: SI";"WLAN: SI";"WLAN: SI";"WLAN";"SI"
2839;"26V";"000000026V";"PANTALLA INTERACTIVA";26284;"CONECTIVIDAD_USB";1677599;"USB: NO";"USB: NO";"USB: NO";"USB";"NO"
2840;"26W";"000000026W";"PANTALLA INTERACTIVA";26284;"CONECTIVIDAD_USB";1677600;"USB: SI";"USB: SI";"USB: SI";"USB";"SI"
2841;"26X";"000000026X";"PANTALLA INTERACTIVA";26285;"VIDEO_VGA";1677601;"VGA: NO";"VGA: NO";"VGA: NO";"VGA";"NO"
2842;"26Y";"000000026Y";"PANTALLA INTERACTIVA";26285;"VIDEO_VGA";1677602;"VGA: SI";"VGA: SI";"VGA: SI";"VGA";"SI"
2843;"26Z";"000000026Z";"PANTALLA INTERACTIVA";26286;"VIDEO_HDMI";1677603;"HDMI: SI";"HDMI: SI";"HDMI: SI";"HDMI";"SI"
2844;"270";"0000000270";"PANTALLA INTERACTIVA";26287;"GARANTIA_DE_FABRICA";1677604;"G. F: 24 MESES ON-SITE";"G.F: 24 MESES ON-SITE";"G.F: 24 MESES ON-SITE";"G.F";"24 MESES ON-SITE"
2845;"271";"0000000271";"PANTALLA INTERACTIVA";26287;"GARANTIA_DE_FABRICA";1677605;"G. F: 24 MESES CARRY-IN";"G.F: 24 MESES CARRY-IN";"G.F: 24 MESES CARRY-IN";"G.F";"24 MESES CARRY-IN"
2846;"272";"0000000272";"PANTALLA INTERACTIVA";26287;"GARANTIA_DE_FABRICA";1677606;"G. F: 36 MESES ON-SITE";"G.F: 36 MESES ON-SITE";"G.F: 36 MESES ON-SITE";"G.F";"36 MESES ON-SITE"
2847;"273";"0000000273";"PANTALLA INTERACTIVA";26287;"GARANTIA_DE_FABRICA";1677607;"G. F: 36 MESES CARRY-IN";"G.F: 36 MESES CARRY-IN";"G.F: 36 MESES CARRY-IN";"G.F";"36 MESES CARRY-IN"
2848;"274";"0000000274";"PANTALLA INTERACTIVA";26287;"GARANTIA_DE_FABRICA";1677608;"G. F: 12 MESES ON-SITE";"G.F: 12 MESES ON-SITE";"G.F: 12 MESES ON-SITE";"G.F";"12 MESES ON-SITE"
2849;"275";"0000000275";"PANTALLA INTERACTIVA";26287;"GARANTIA_DE_FABRICA";1677609;"G. F: 12 MESES CARRY-IN";"G.F: 12 MESES CARRY-IN";"G.F: 12 MESES CARRY-IN";"G.F";"12 MESES CARRY-IN"
2850;"276";"0000000276";"PANTALLA INTERACTIVA";26287;"GARANTIA_DE_FABRICA";1677610;"G. F: 48 MESES CARRY-IN";"G.F: 48 MESES CARRY-IN";"G.F: 48 MESES CARRY-IN";"G.F";"48 MESES CARRY-IN"
2851;"277";"0000000277";"PANTALLA INTERACTIVA";26287;"GARANTIA_DE_FABRICA";1677611;"G. F: 60 MESES CARRY-IN";"G.F: 60 MESES CARRY-IN";"G.F: 60 MESES CARRY-IN";"G.F";"60 MESES CARRY-IN"
2852;"278";"0000000278";"PANTALLA INTERACTIVA";26287;"GARANTIA_DE_FABRICA";1677612;"G. F: 60 MESES ON-SITE";"G.F: 60 MESES ON-SITE";"G.F: 60 MESES ON-SITE";"G.F";"60 MESES ON-SITE"
2853;"279";"0000000279";"PANTALLA INTERACTIVA";26287;"GARANTIA_DE_FABRICA";1677613;"G. F: 48 MESES ON-SITE";"G.F: 48 MESES ON-SITE";"G.F: 48 MESES ON-SITE";"G.F";"48 MESES ON-SITE"
2854;"27A";"000000027A";"PANTALLA INTERACTIVA";26288;"UNIDAD";1677614;"UNIDAD";"UNIDAD";"UNIDAD: UNIDAD";"UNIDAD";"UNIDAD"
2855;"27B";"000000027B";"PANTALLA INTERACTIVA";26289;"MARCA";1754478;"SIKER";"SIKER";"MARCA: SIKER";"MARCA";"SIKER"
2856;"27C";"000000027C";"PANTALLA INTERACTIVA";26289;"MARCA";2489458;"HIKVISION";"HIKVISION";"MARCA: HIKVISION";"MARCA";"HIKVISION"
2857;"27D";"000000027D";"PANTALLA INTERACTIVA";26289;"MARCA";1721331;"ZKT ECO";"ZKT ECO";"MARCA: ZKT ECO";"MARCA";"ZKT ECO"
2858;"27E";"000000027E";"PANTALLA INTERACTIVA";26289;"MARCA";1677615;"Q T-GLICH";"Q T-GLICH";"MARCA: Q T-GLICH";"MARCA";"Q T-GLICH"
2859;"27F";"000000027F";"PANTALLA INTERACTIVA";26289;"MARCA";1677616;"SILVER VOLT";"SILVER VOLT";"MARCA: SILVER VOLT";"MARCA";"SILVER VOLT"
2860;"27G";"000000027G";"PANTALLA INTERACTIVA";26289;"MARCA";1677617;"INFOCUS";"INFOCUS";"MARCA: INFOCUS";"MARCA";"INFOCUS"
2861;"27H";"000000027H";"PANTALLA INTERACTIVA";26289;"MARCA";1677618;"NEW KRAL";"NEW KRAL";"MARCA: NEW KRAL";"MARCA";"NEW KRAL"
2862;"27I";"000000027I";"PANTALLA INTERACTIVA";26289;"MARCA";1677619;"RICOH";"RICOH";"MARCA: RICOH";"MARCA";"RICOH"
2863;"27J";"000000027J";"PANTALLA INTERACTIVA";26289;"MARCA";1677620;"GCS";"GCS";"MARCA: GCS";"MARCA";"GCS"
2864;"27K";"000000027K";"PANTALLA INTERACTIVA";26289;"MARCA";1677621;"TRAUBOARD";"TRAUBOARD";"MARCA: TRAUBOARD";"MARCA";"TRAUBOARD"
2865;"27L";"000000027L";"PANTALLA INTERACTIVA";26289;"MARCA";1677622;"AOC";"AOC";"MARCA: AOC";"MARCA";"AOC"
2866;"27M";"000000027M";"PANTALLA INTERACTIVA";26289;"MARCA";1677623;"CTOUCH";"CTOUCH";"MARCA: CTOUCH";"MARCA";"CTOUCH"
2867;"27N";"000000027N";"PANTALLA INTERACTIVA";26289;"MARCA";1677624;"OPTOMA";"OPTOMA";"MARCA: OPTOMA";"MARCA";"OPTOMA"
2868;"27O";"000000027O";"PANTALLA INTERACTIVA";26289;"MARCA";1677625;"LG";"LG";"MARCA: LG";"MARCA";"LG"
2869;"27P";"000000027P";"PANTALLA INTERACTIVA";26289;"MARCA";1677626;"i3 TECHNOLOGIES";"i3 TECHNOLOGIES";"MARCA: i3 TECHNOLOGIES";"MARCA";"i3 TECHNOLOGIES"
2870;"27Q";"000000027Q";"PANTALLA INTERACTIVA";26289;"MARCA";1677627;"HANDEEL";"HANDEEL";"MARCA: HANDEEL";"MARCA";"HANDEEL"
2871;"27R";"000000027R";"PANTALLA INTERACTIVA";26289;"MARCA";1677628;"NEXTHEA";"NEXTHEA";"MARCA: NEXTHEA";"MARCA";"NEXTHEA"
2872;"27S";"000000027S";"PANTALLA INTERACTIVA";26289;"MARCA";1677629;"DIFFERENCE INDUSTRIAL";"DIFFERENCE INDUSTRIAL";"MARCA: DIFFERENCE INDUSTRIAL";"MARCA";"DIFFERENCE INDUSTRIAL"
2873;"27T";"000000027T";"PANTALLA INTERACTIVA";26289;"MARCA";1677630;"KENYA";"KENYA";"MARCA: KENYA";"MARCA";"KENYA"
2874;"27U";"000000027U";"PANTALLA INTERACTIVA";26289;"MARCA";1677631;"STARBOARD";"STARBOARD";"MARCA: STARBOARD";"MARCA";"STARBOARD"
2875;"27V";"000000027V";"PANTALLA INTERACTIVA";26289;"MARCA";1677632;"HAIER";"HAIER";"MARCA: HAIER";"MARCA";"HAIER"
2876;"27W";"000000027W";"PANTALLA INTERACTIVA";26289;"MARCA";1677633;"VASTEC";"VASTEC";"MARCA: VASTEC";"MARCA";"VASTEC"
2877;"27X";"000000027X";"PANTALLA INTERACTIVA";26289;"MARCA";1677634;"BENQ";"BENQ";"MARCA: BENQ";"MARCA";"BENQ"
2878;"27Y";"000000027Y";"PANTALLA INTERACTIVA";26289;"MARCA";1677635;"TRIUMPH BOARD";"TRIUMPH BOARD";"MARCA: TRIUMPH BOARD";"MARCA";"TRIUMPH BOARD"
2879;"27Z";"000000027Z";"PANTALLA INTERACTIVA";26289;"MARCA";1677636;"INSOMED";"INSOMED";"MARCA: INSOMED";"MARCA";"INSOMED"
2880;"280";"0000000280";"PANTALLA INTERACTIVA";26289;"MARCA";1677637;"SMART";"SMART";"MARCA: SMART";"MARCA";"SMART"
2881;"281";"0000000281";"PANTALLA INTERACTIVA";26289;"MARCA";1677638;"SHARP";"SHARP";"MARCA: SHARP";"MARCA";"SHARP"
2882;"282";"0000000282";"PANTALLA INTERACTIVA";26289;"MARCA";1677639;"PANASONIC";"PANASONIC";"MARCA: PANASONIC";"MARCA";"PANASONIC"
2883;"283";"0000000283";"PANTALLA INTERACTIVA";26289;"MARCA";1677640;"VIEWSONIC";"VIEWSONIC";"MARCA: VIEWSONIC";"MARCA";"VIEWSONIC"
2884;"284";"0000000284";"PANTALLA INTERACTIVA";26289;"MARCA";1677641;"SAMSUNG";"SAMSUNG";"MARCA: SAMSUNG";"MARCA";"SAMSUNG"
2885;"285";"0000000285";"PANTALLA INTERACTIVA";26289;"MARCA";1677642;"PROMETHEAN";"PROMETHEAN";"MARCA: PROMETHEAN";"MARCA";"PROMETHEAN"
2886;"286";"0000000286";"PANTALLA INTERACTIVA";26289;"MARCA";1677643;"BOXLIGHT MIMIO";"BOXLIGHT MIMIO";"MARCA: BOXLIGHT MIMIO";"MARCA";"BOXLIGHT MIMIO"
2887;"287";"0000000287";"PANTALLA INTERACTIVA";26289;"MARCA";1677644;"UNIVIEW";"UNIVIEW";"MARCA: UNIVIEW";"MARCA";"UNIVIEW"
2888;"288";"0000000288";"PANTALLA INTERACTIVA";26289;"MARCA";1677645;"RHINOBOX";"RHINOBOX";"MARCA: RHINOBOX";"MARCA";"RHINOBOX"
2889;"289";"0000000289";"PANTALLA INTERACTIVA";26289;"MARCA";1677646;"QOMO";"QOMO";"MARCA: QOMO";"MARCA";"QOMO"
2890;"28A";"000000028A";"PANTALLA INTERACTIVA";26289;"MARCA";1677647;"DAHUA";"DAHUA";"MARCA: DAHUA";"MARCA";"DAHUA"
